prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to plant, book, dirty fork, clean fork, dirty plate, lamp. Morgan asks Riley to hand them the fork.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, plant).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, dirty).
property(obj3, fork).
object(obj4).
property(obj4, clean).
property(obj4, fork).
object(obj5).
property(obj5, dirty).
property(obj5, plate).
object(obj6).
property(obj6, lamp).
referring_expression(the_fork).",the fork,object3,dirty fork
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to dustpan, dirty mug, dirty spoon, empty spray bottle, clean spoon, broom. Jordan asks Taylor to hand them the spoon.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dustpan).
object(obj2).
property(obj2, dirty).
property(obj2, mug).
object(obj3).
property(obj3, dirty).
property(obj3, spoon).
object(obj4).
property(obj4, empty).
property(obj4, spray).
property(obj4, bottle).
object(obj5).
property(obj5, clean).
property(obj5, spoon).
object(obj6).
property(obj6, broom).
referring_expression(the_spoon).",the spoon,object3,dirty spoon
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to paper clip, document, dirty plate, stapler, dirty cup, clean plate. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, paper).
property(obj1, clip).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, dirty).
property(obj3, plate).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, clean).
property(obj6, plate).
referring_expression(the_plate).",the plate,object3,dirty plate
"Casey and Skyler are in the dining room. Casey is cleaning. Skyler is next to clean fork, dirty fork, dirty mug, camera, memory card, old fork, tripod. Casey asks Skyler to hand them the fork.",Casey and Skyler,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, clean).
property(obj1, fork).
object(obj2).
property(obj2, dirty).
property(obj2, fork).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, camera).
object(obj5).
property(obj5, memory).
property(obj5, card).
object(obj6).
property(obj6, old).
property(obj6, fork).
object(obj7).
property(obj7, tripod).
referring_expression(the_fork).",the fork,object2,dirty fork
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to clean cup, dirty cup, backpack, dirty plate, old cup, sock, shoe, decorative cup. Morgan asks Riley to hand them the cup.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, clean).
property(obj1, cup).
object(obj2).
property(obj2, dirty).
property(obj2, cup).
object(obj3).
property(obj3, backpack).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, old).
property(obj5, cup).
object(obj6).
property(obj6, sock).
object(obj7).
property(obj7, shoe).
object(obj8).
property(obj8, decorative).
property(obj8, cup).
referring_expression(the_cup).",the cup,object2,dirty cup
"Cameron and Charlie are in the restaurant. Cameron is cleaning. Charlie is next to decorative mug, dirty spoon, paintbrush, dirty mug, sandpaper, clean mug, paint can. Cameron asks Charlie to hand them the mug.",Cameron and Charlie,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, decorative).
property(obj1, mug).
object(obj2).
property(obj2, dirty).
property(obj2, spoon).
object(obj3).
property(obj3, paintbrush).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
object(obj5).
property(obj5, sandpaper).
object(obj6).
property(obj6, clean).
property(obj6, mug).
object(obj7).
property(obj7, paint).
property(obj7, can).
referring_expression(the_mug).",the mug,object4,dirty mug
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to whisk, dirty plate, spatula, dirty fork, clean plate, ladle. Casey asks Skyler to hand them the plate.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, whisk).
object(obj2).
property(obj2, dirty).
property(obj2, plate).
object(obj3).
property(obj3, spatula).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, plate).
object(obj6).
property(obj6, ladle).
referring_expression(the_plate).",the plate,object2,dirty plate
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to rolling pin, clean pan, clean plate, dirty plate, grater, dirty mug. Cameron asks Charlie to hand them the plate.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, rolling).
property(obj1, pin).
object(obj2).
property(obj2, clean).
property(obj2, pan).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, grater).
object(obj6).
property(obj6, dirty).
property(obj6, mug).
referring_expression(the_plate).",the plate,object4,dirty plate
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to used tissue, decorative plate, dirty mug, dirty plate, clean napkin, trash, clean plate. Morgan asks Riley to hand them the plate.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, used).
property(obj1, tissue).
object(obj2).
property(obj2, decorative).
property(obj2, plate).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, clean).
property(obj5, napkin).
object(obj6).
property(obj6, trash).
object(obj7).
property(obj7, clean).
property(obj7, plate).
referring_expression(the_plate).",the plate,object4,dirty plate
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to dirty plate, clean plate, whisk, decorative plate, ladle, dirty fork, spatula. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, clean).
property(obj2, plate).
object(obj3).
property(obj3, whisk).
object(obj4).
property(obj4, decorative).
property(obj4, plate).
object(obj5).
property(obj5, ladle).
object(obj6).
property(obj6, dirty).
property(obj6, fork).
object(obj7).
property(obj7, spatula).
referring_expression(the_plate).",the plate,object1,dirty plate
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to clean pan, dirty bowl, rolling pin, clean bowl, dirty mug, grater. Jordan asks Taylor to hand them the bowl.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, clean).
property(obj1, pan).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, rolling).
property(obj3, pin).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, dirty).
property(obj5, mug).
object(obj6).
property(obj6, grater).
referring_expression(the_bowl).",the bowl,object2,dirty bowl
"Alex and Bailey are in the restaurant. Alex is cleaning. Bailey is next to used tissue, clean spoon, dirty spoon, trash, dirty bowl, clean napkin. Alex asks Bailey to hand them the spoon.",Alex and Bailey,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, used).
property(obj1, tissue).
object(obj2).
property(obj2, clean).
property(obj2, spoon).
object(obj3).
property(obj3, dirty).
property(obj3, spoon).
object(obj4).
property(obj4, trash).
object(obj5).
property(obj5, dirty).
property(obj5, bowl).
object(obj6).
property(obj6, clean).
property(obj6, napkin).
referring_expression(the_spoon).",the spoon,object3,dirty spoon
"Morgan and Riley are in the living room. Morgan is cleaning. Riley is next to sock, dirty cup, decorative mug, dirty mug, shoe, clean mug, backpack. Morgan asks Riley to hand them the mug.",Morgan and Riley,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, sock).
object(obj2).
property(obj2, dirty).
property(obj2, cup).
object(obj3).
property(obj3, decorative).
property(obj3, mug).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
object(obj5).
property(obj5, shoe).
object(obj6).
property(obj6, clean).
property(obj6, mug).
object(obj7).
property(obj7, backpack).
referring_expression(the_mug).",the mug,object4,dirty mug
"Cameron and Charlie are in the garden. Cameron is cleaning. Charlie is next to empty spray bottle, clean bowl, dirty cup, broom, dustpan, dirty bowl, decorative bowl. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,garden,cleaning,"setting(garden).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, empty).
property(obj1, spray).
property(obj1, bottle).
object(obj2).
property(obj2, clean).
property(obj2, bowl).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, dustpan).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
object(obj7).
property(obj7, decorative).
property(obj7, bowl).
referring_expression(the_bowl).",the bowl,object6,dirty bowl
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to screwdriver, dirty fork, clean spoon, dirty spoon, hammer, decorative spoon, wrench. Casey asks Skyler to hand them the spoon.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, dirty).
property(obj2, fork).
object(obj3).
property(obj3, clean).
property(obj3, spoon).
object(obj4).
property(obj4, dirty).
property(obj4, spoon).
object(obj5).
property(obj5, hammer).
object(obj6).
property(obj6, decorative).
property(obj6, spoon).
object(obj7).
property(obj7, wrench).
referring_expression(the_spoon).",the spoon,object4,dirty spoon
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to dirty mug, mouse, USB drive, keyboard, clean fork, old fork, dirty fork. Casey asks Skyler to hand them the fork.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, mouse).
object(obj3).
property(obj3, USB).
property(obj3, drive).
object(obj4).
property(obj4, keyboard).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, old).
property(obj6, fork).
object(obj7).
property(obj7, dirty).
property(obj7, fork).
referring_expression(the_fork).",the fork,object7,dirty fork
"Jordan and Taylor are in the restaurant. Jordan is cleaning. Taylor is next to dirty plate, stapler, clean plate, paper clip, decorative plate, document, dirty spoon. Jordan asks Taylor to hand them the plate.",Jordan and Taylor,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, dirty).
property(obj1, plate).
object(obj2).
property(obj2, stapler).
object(obj3).
property(obj3, clean).
property(obj3, plate).
object(obj4).
property(obj4, paper).
property(obj4, clip).
object(obj5).
property(obj5, decorative).
property(obj5, plate).
object(obj6).
property(obj6, document).
object(obj7).
property(obj7, dirty).
property(obj7, spoon).
referring_expression(the_plate).",the plate,object1,dirty plate
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to broom, empty spray bottle, dustpan, clean spoon, decorative spoon, dirty fork, dirty spoon. Casey asks Skyler to hand them the spoon.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, empty).
property(obj2, spray).
property(obj2, bottle).
object(obj3).
property(obj3, dustpan).
object(obj4).
property(obj4, clean).
property(obj4, spoon).
object(obj5).
property(obj5, decorative).
property(obj5, spoon).
object(obj6).
property(obj6, dirty).
property(obj6, fork).
object(obj7).
property(obj7, dirty).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object7,dirty spoon
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to clean spoon, old spoon, clean napkin, trash, used tissue, dirty bowl, dirty spoon. Jordan asks Taylor to hand them the spoon.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, clean).
property(obj1, spoon).
object(obj2).
property(obj2, old).
property(obj2, spoon).
object(obj3).
property(obj3, clean).
property(obj3, napkin).
object(obj4).
property(obj4, trash).
object(obj5).
property(obj5, used).
property(obj5, tissue).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
object(obj7).
property(obj7, dirty).
property(obj7, spoon).
referring_expression(the_spoon).",the spoon,object7,dirty spoon
"Morgan and Riley are in the restaurant. Morgan is cleaning. Riley is next to wrench, screwdriver, dirty cup, clean mug, hammer, decorative mug, dirty mug. Morgan asks Riley to hand them the mug.",Morgan and Riley,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, wrench).
object(obj2).
property(obj2, screwdriver).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, clean).
property(obj4, mug).
object(obj5).
property(obj5, hammer).
object(obj6).
property(obj6, decorative).
property(obj6, mug).
object(obj7).
property(obj7, dirty).
property(obj7, mug).
referring_expression(the_mug).",the mug,object7,dirty mug
"Cameron and Charlie are in the living room. Cameron is cleaning. Charlie is next to dirty cup, pair of scissors, dirty fork, decorative cup, clean cup, bottle opener, flashlight. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, cup).
object(obj2).
property(obj2, pair).
property(obj2, of).
property(obj2, scissors).
object(obj3).
property(obj3, dirty).
property(obj3, fork).
object(obj4).
property(obj4, decorative).
property(obj4, cup).
object(obj5).
property(obj5, clean).
property(obj5, cup).
object(obj6).
property(obj6, bottle).
property(obj6, opener).
object(obj7).
property(obj7, flashlight).
referring_expression(the_cup).",the cup,object1,dirty cup
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to dirty bowl, clean cup, dirty cup, book, old cup, plant, lamp. Cameron asks Charlie to hand them the cup.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, bowl).
object(obj2).
property(obj2, clean).
property(obj2, cup).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, book).
object(obj5).
property(obj5, old).
property(obj5, cup).
object(obj6).
property(obj6, plant).
object(obj7).
property(obj7, lamp).
referring_expression(the_cup).",the cup,object3,dirty cup
"Cameron and Charlie are in the garden. Cameron is cleaning. Charlie is next to dirty cup, dirty bowl, trash, clean bowl, used tissue, clean napkin. Cameron asks Charlie to hand them the bowl.",Cameron and Charlie,garden,cleaning,"setting(garden).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty).
property(obj1, cup).
object(obj2).
property(obj2, dirty).
property(obj2, bowl).
object(obj3).
property(obj3, trash).
object(obj4).
property(obj4, clean).
property(obj4, bowl).
object(obj5).
property(obj5, used).
property(obj5, tissue).
object(obj6).
property(obj6, clean).
property(obj6, napkin).
referring_expression(the_bowl).",the bowl,object2,dirty bowl
"Alex and Bailey are in the garden. Alex is cleaning. Bailey is next to dirty mug, clean plate, apple, dirty plate, banana, decorative plate, bread. Alex asks Bailey to hand them the plate.",Alex and Bailey,garden,cleaning,"setting(garden).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, dirty).
property(obj1, mug).
object(obj2).
property(obj2, clean).
property(obj2, plate).
object(obj3).
property(obj3, apple).
object(obj4).
property(obj4, dirty).
property(obj4, plate).
object(obj5).
property(obj5, banana).
object(obj6).
property(obj6, decorative).
property(obj6, plate).
object(obj7).
property(obj7, bread).
referring_expression(the_plate).",the plate,object4,dirty plate
"Alex and Bailey are in the restaurant. Alex is cleaning. Bailey is next to old fork, stapler, dirty cup, dirty fork, clean fork, paper clip, document. Alex asks Bailey to hand them the fork.",Alex and Bailey,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, old).
property(obj1, fork).
object(obj2).
property(obj2, stapler).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, dirty).
property(obj4, fork).
object(obj5).
property(obj5, clean).
property(obj5, fork).
object(obj6).
property(obj6, paper).
property(obj6, clip).
object(obj7).
property(obj7, document).
referring_expression(the_fork).",the fork,object4,dirty fork
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to camera, memory card, decorative bowl, dirty mug, tripod, dirty bowl, clean bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, camera).
object(obj2).
property(obj2, memory).
property(obj2, card).
object(obj3).
property(obj3, decorative).
property(obj3, bowl).
object(obj4).
property(obj4, dirty).
property(obj4, mug).
object(obj5).
property(obj5, tripod).
object(obj6).
property(obj6, dirty).
property(obj6, bowl).
object(obj7).
property(obj7, clean).
property(obj7, bowl).
referring_expression(the_bowl).",the bowl,object6,dirty bowl
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to dirty fork, oven mitt, dirty bowl, plate rack, measuring cup, clean bowl. Casey asks Skyler to hand them the bowl.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, dirty).
property(obj1, fork).
object(obj2).
property(obj2, oven).
property(obj2, mitt).
object(obj3).
property(obj3, dirty).
property(obj3, bowl).
object(obj4).
property(obj4, plate).
property(obj4, rack).
object(obj5).
property(obj5, measuring).
property(obj5, cup).
object(obj6).
property(obj6, clean).
property(obj6, bowl).
referring_expression(the_bowl).",the bowl,object3,dirty bowl
"Alex and Bailey are in the dining room. Alex is cleaning. Bailey is next to candle, matchbox, clean cup, lighter, dirty cup, dirty spoon, old cup. Alex asks Bailey to hand them the cup.",Alex and Bailey,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, candle).
object(obj2).
property(obj2, matchbox).
object(obj3).
property(obj3, clean).
property(obj3, cup).
object(obj4).
property(obj4, lighter).
object(obj5).
property(obj5, dirty).
property(obj5, cup).
object(obj6).
property(obj6, dirty).
property(obj6, spoon).
object(obj7).
property(obj7, old).
property(obj7, cup).
referring_expression(the_cup).",the cup,object5,dirty cup
"Casey and Skyler are in the dining room. Casey is cleaning. Skyler is next to decorative cup, banana, dirty cup, bread, apple, dirty plate, clean cup. Casey asks Skyler to hand them the cup.",Casey and Skyler,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, decorative).
property(obj1, cup).
object(obj2).
property(obj2, banana).
object(obj3).
property(obj3, dirty).
property(obj3, cup).
object(obj4).
property(obj4, bread).
object(obj5).
property(obj5, apple).
object(obj6).
property(obj6, dirty).
property(obj6, plate).
object(obj7).
property(obj7, clean).
property(obj7, cup).
referring_expression(the_cup).",the cup,object3,dirty cup
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to bottle opener, old fork, dirty mug, pair of scissors, decorative fork, dirty fork, clean fork, flashlight. Jordan asks Taylor to hand them the fork.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, bottle).
property(obj1, opener).
object(obj2).
property(obj2, old).
property(obj2, fork).
object(obj3).
property(obj3, dirty).
property(obj3, mug).
object(obj4).
property(obj4, pair).
property(obj4, of).
property(obj4, scissors).
object(obj5).
property(obj5, decorative).
property(obj5, fork).
object(obj6).
property(obj6, dirty).
property(obj6, fork).
object(obj7).
property(obj7, clean).
property(obj7, fork).
object(obj8).
property(obj8, flashlight).
referring_expression(the_fork).",the fork,object6,dirty fork
