prompt,name_pair,location,task,prolog,referring_expression,referent_object,referent_natural
"Alex and Bailey are in the living room. Alex is cleaning. Bailey is next to bucket in use, banana, bread, bucket, apple, bucket in use. Alex asks Bailey to hand them the bucket.",Alex and Bailey,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, in_use).
property(obj1, bucket).
object(obj2).
property(obj2, banana).
object(obj3).
property(obj3, bread).
object(obj4).
property(obj4, bucket).
object(obj5).
property(obj5, apple).
object(obj6).
property(obj6, in_use).
property(obj6, bucket).
referring_expression(the_bucket).",the bucket,object4,bucket
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to screwdriver, bucket in use, bucket, hammer, wrench, bucket in use. Casey asks Skyler to hand them the bucket.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, in_use).
property(obj2, bucket).
object(obj3).
property(obj3, bucket).
object(obj4).
property(obj4, hammer).
object(obj5).
property(obj5, wrench).
object(obj6).
property(obj6, in_use).
property(obj6, bucket).
referring_expression(the_bucket).",the bucket,object3,bucket
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to stapler, mop, paper clip, document, mop in use. Jordan asks Taylor to hand them the mop.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, stapler).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, paper_clip).
object(obj4).
property(obj4, document).
object(obj5).
property(obj5, in_use).
property(obj5, mop).
referring_expression(the_mop).",the mop,object2,mop
"Morgan and Riley are in the banquet hall. Morgan is cleaning. Riley is next to ladle, whisk, spatula, spray bottle, spray bottle in use, spray bottle in use, spray bottle in use. Morgan asks Riley to hand them the spray bottle.",Morgan and Riley,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, ladle).
object(obj2).
property(obj2, whisk).
object(obj3).
property(obj3, spatula).
object(obj4).
property(obj4, spray_bottle).
object(obj5).
property(obj5, in_use).
property(obj5, spray_bottle).
object(obj6).
property(obj6, in_use).
property(obj6, spray_bottle).
object(obj7).
property(obj7, in_use).
property(obj7, spray_bottle).
referring_expression(the_spray_bottle).",the spray bottle,object4,spray bottle
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to broom in use, banana, broom in use, bread, apple, broom. Cameron asks Charlie to hand them the broom.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, broom).
object(obj2).
property(obj2, banana).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, bread).
object(obj5).
property(obj5, apple).
object(obj6).
property(obj6, broom).
referring_expression(the_broom).",the broom,object6,broom
"Morgan and Riley are in the kitchen. Morgan is cleaning. Riley is next to rag in use, magazine, rag in use, remote control, throw pillow, rag. Morgan asks Riley to hand them the rag.",Morgan and Riley,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, magazine).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, remote_control).
object(obj5).
property(obj5, throw_pillow).
object(obj6).
property(obj6, rag).
referring_expression(the_rag).",the rag,object6,rag
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to mop, mop in use, screwdriver, wrench, mop in use, mop in use, hammer. Jordan asks Taylor to hand them the mop.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, mop).
object(obj2).
property(obj2, in_use).
property(obj2, mop).
object(obj3).
property(obj3, screwdriver).
object(obj4).
property(obj4, wrench).
object(obj5).
property(obj5, in_use).
property(obj5, mop).
object(obj6).
property(obj6, in_use).
property(obj6, mop).
object(obj7).
property(obj7, hammer).
referring_expression(the_mop).",the mop,object1,mop
"Alex and Bailey are in the restaurant. Alex is cleaning. Bailey is next to spray bottle in use, spray bottle in use, spray bottle, spray bottle in use, magazine, throw pillow, remote control. Alex asks Bailey to hand them the spray bottle.",Alex and Bailey,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, in_use).
property(obj1, spray_bottle).
object(obj2).
property(obj2, in_use).
property(obj2, spray_bottle).
object(obj3).
property(obj3, spray_bottle).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, magazine).
object(obj6).
property(obj6, throw_pillow).
object(obj7).
property(obj7, remote_control).
referring_expression(the_spray_bottle).",the spray bottle,object3,spray bottle
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to screwdriver, bucket, bucket in use, bucket in use, wrench, hammer. Jordan asks Taylor to hand them the bucket.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, screwdriver).
object(obj2).
property(obj2, bucket).
object(obj3).
property(obj3, in_use).
property(obj3, bucket).
object(obj4).
property(obj4, in_use).
property(obj4, bucket).
object(obj5).
property(obj5, wrench).
object(obj6).
property(obj6, hammer).
referring_expression(the_bucket).",the bucket,object2,bucket
"Alex and Bailey are in the living room. Alex is cleaning. Bailey is next to plant, lamp, rag in use, book, rag in use, rag. Alex asks Bailey to hand them the rag.",Alex and Bailey,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, plant).
object(obj2).
property(obj2, lamp).
object(obj3).
property(obj3, in_use).
property(obj3, rag).
object(obj4).
property(obj4, book).
object(obj5).
property(obj5, in_use).
property(obj5, rag).
object(obj6).
property(obj6, rag).
referring_expression(the_rag).",the rag,object6,rag
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to paint can, bucket in use, bucket in use, bucket, paintbrush, sandpaper. Casey asks Skyler to hand them the bucket.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, paint_can).
object(obj2).
property(obj2, in_use).
property(obj2, bucket).
object(obj3).
property(obj3, in_use).
property(obj3, bucket).
object(obj4).
property(obj4, bucket).
object(obj5).
property(obj5, paintbrush).
object(obj6).
property(obj6, sandpaper).
referring_expression(the_bucket).",the bucket,object4,bucket
"Cameron and Charlie are in the living room. Cameron is cleaning. Charlie is next to dirty pan, rolling pin, grater, mop, mop in use, mop in use. Cameron asks Charlie to hand them the mop.",Cameron and Charlie,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, dirty_pan).
object(obj2).
property(obj2, rolling_pin).
object(obj3).
property(obj3, grater).
object(obj4).
property(obj4, mop).
object(obj5).
property(obj5, in_use).
property(obj5, mop).
object(obj6).
property(obj6, in_use).
property(obj6, mop).
referring_expression(the_mop).",the mop,object4,mop
"Casey and Skyler are in the kitchen. Casey is cleaning. Skyler is next to broom in use, banana, apple, bread, broom. Casey asks Skyler to hand them the broom.",Casey and Skyler,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, in_use).
property(obj1, broom).
object(obj2).
property(obj2, banana).
object(obj3).
property(obj3, apple).
object(obj4).
property(obj4, bread).
object(obj5).
property(obj5, broom).
referring_expression(the_broom).",the broom,object5,broom
"Cameron and Charlie are in the dining room. Cameron is cleaning. Charlie is next to spray bottle in use, spray bottle, spray bottle in use, paintbrush, spray bottle in use, paint can, sandpaper. Cameron asks Charlie to hand them the spray bottle.",Cameron and Charlie,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, spray_bottle).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, in_use).
property(obj3, spray_bottle).
object(obj4).
property(obj4, paintbrush).
object(obj5).
property(obj5, in_use).
property(obj5, spray_bottle).
object(obj6).
property(obj6, paint_can).
object(obj7).
property(obj7, sandpaper).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Casey and Skyler are in the living room. Casey is cleaning. Skyler is next to bread, apple, broom, broom in use, broom in use, banana. Casey asks Skyler to hand them the broom.",Casey and Skyler,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, bread).
object(obj2).
property(obj2, apple).
object(obj3).
property(obj3, broom).
object(obj4).
property(obj4, in_use).
property(obj4, broom).
object(obj5).
property(obj5, in_use).
property(obj5, broom).
object(obj6).
property(obj6, banana).
referring_expression(the_broom).",the broom,object3,broom
"Cameron and Charlie are in the living room. Cameron is cleaning. Charlie is next to bucket in use, bucket, wrench, bucket in use, hammer, screwdriver. Cameron asks Charlie to hand them the bucket.",Cameron and Charlie,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, in_use).
property(obj1, bucket).
object(obj2).
property(obj2, bucket).
object(obj3).
property(obj3, wrench).
object(obj4).
property(obj4, in_use).
property(obj4, bucket).
object(obj5).
property(obj5, hammer).
object(obj6).
property(obj6, screwdriver).
referring_expression(the_bucket).",the bucket,object2,bucket
"Cameron and Charlie are in the kitchen. Cameron is cleaning. Charlie is next to mop, book, lamp, mop in use, plant. Cameron asks Charlie to hand them the mop.",Cameron and Charlie,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, mop).
object(obj2).
property(obj2, book).
object(obj3).
property(obj3, lamp).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, plant).
referring_expression(the_mop).",the mop,object1,mop
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to document, bucket, paper clip, bucket in use, stapler. Casey asks Skyler to hand them the bucket.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, bucket).
object(obj3).
property(obj3, paper_clip).
object(obj4).
property(obj4, in_use).
property(obj4, bucket).
object(obj5).
property(obj5, stapler).
referring_expression(the_bucket).",the bucket,object2,bucket
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to lamp, spray bottle, book, spray bottle in use, spray bottle in use, plant. Casey asks Skyler to hand them the spray bottle.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, lamp).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, book).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, in_use).
property(obj5, spray_bottle).
object(obj6).
property(obj6, plant).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Jordan and Taylor are in the restaurant. Jordan is cleaning. Taylor is next to water bottle, cookie, broom in use, broom, snack bar. Jordan asks Taylor to hand them the broom.",Jordan and Taylor,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, water_bottle).
object(obj2).
property(obj2, cookie).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, snack_bar).
referring_expression(the_broom).",the broom,object4,broom
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to spray bottle in use, spray bottle, document, spray bottle in use, paper clip, stapler. Jordan asks Taylor to hand them the spray bottle.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, in_use).
property(obj1, spray_bottle).
object(obj2).
property(obj2, spray_bottle).
object(obj3).
property(obj3, document).
object(obj4).
property(obj4, in_use).
property(obj4, spray_bottle).
object(obj5).
property(obj5, paper_clip).
object(obj6).
property(obj6, stapler).
referring_expression(the_spray_bottle).",the spray bottle,object2,spray bottle
"Casey and Skyler are in the dining room. Casey is cleaning. Skyler is next to mop in use, mop, mop in use, remote control, magazine, throw pillow. Casey asks Skyler to hand them the mop.",Casey and Skyler,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, in_use).
property(obj1, mop).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, in_use).
property(obj3, mop).
object(obj4).
property(obj4, remote_control).
object(obj5).
property(obj5, magazine).
object(obj6).
property(obj6, throw_pillow).
referring_expression(the_mop).",the mop,object2,mop
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to document, paper clip, broom in use, broom, stapler, broom in use. Casey asks Skyler to hand them the broom.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, paper_clip).
object(obj3).
property(obj3, in_use).
property(obj3, broom).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, stapler).
object(obj6).
property(obj6, in_use).
property(obj6, broom).
referring_expression(the_broom).",the broom,object4,broom
"Jordan and Taylor are in the garden. Jordan is cleaning. Taylor is next to rag in use, rag, calculator, pen, notebook, rag in use. Jordan asks Taylor to hand them the rag.",Jordan and Taylor,garden,cleaning,"setting(garden).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, in_use).
property(obj1, rag).
object(obj2).
property(obj2, rag).
object(obj3).
property(obj3, calculator).
object(obj4).
property(obj4, pen).
object(obj5).
property(obj5, notebook).
object(obj6).
property(obj6, in_use).
property(obj6, rag).
referring_expression(the_rag).",the rag,object2,rag
"Cameron and Charlie are in the restaurant. Cameron is cleaning. Charlie is next to mop, bottle opener, pair of scissors, mop in use, flashlight. Cameron asks Charlie to hand them the mop.",Cameron and Charlie,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, mop).
object(obj2).
property(obj2, bottle_opener).
object(obj3).
property(obj3, pair_of_scissors).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, flashlight).
referring_expression(the_mop).",the mop,object1,mop
"Alex and Bailey are in the living room. Alex is cleaning. Bailey is next to grater, broom, rolling pin, broom in use, dirty pan, broom in use. Alex asks Bailey to hand them the broom.",Alex and Bailey,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, grater).
object(obj2).
property(obj2, broom).
object(obj3).
property(obj3, rolling_pin).
object(obj4).
property(obj4, in_use).
property(obj4, broom).
object(obj5).
property(obj5, dirty_pan).
object(obj6).
property(obj6, in_use).
property(obj6, broom).
referring_expression(the_broom).",the broom,object2,broom
"Jordan and Taylor are in the banquet hall. Jordan is cleaning. Taylor is next to paintbrush, broom in use, paint can, broom, sandpaper. Jordan asks Taylor to hand them the broom.",Jordan and Taylor,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, paintbrush).
object(obj2).
property(obj2, in_use).
property(obj2, broom).
object(obj3).
property(obj3, paint_can).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, sandpaper).
referring_expression(the_broom).",the broom,object4,broom
"Alex and Bailey are in the kitchen. Alex is cleaning. Bailey is next to bucket, paper clip, bucket in use, stapler, bucket in use, document. Alex asks Bailey to hand them the bucket.",Alex and Bailey,kitchen,cleaning,"setting(kitchen).
task(cleaning).
speaker(alex, human).
listener(bailey, human).
object(obj1).
property(obj1, bucket).
object(obj2).
property(obj2, paper_clip).
object(obj3).
property(obj3, in_use).
property(obj3, bucket).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, in_use).
property(obj5, bucket).
object(obj6).
property(obj6, document).
referring_expression(the_bucket).",the bucket,object1,bucket
"Jordan and Taylor are in the dining room. Jordan is cleaning. Taylor is next to apple, broom in use, bread, broom, banana. Jordan asks Taylor to hand them the broom.",Jordan and Taylor,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, apple).
object(obj2).
property(obj2, in_use).
property(obj2, broom).
object(obj3).
property(obj3, bread).
object(obj4).
property(obj4, broom).
object(obj5).
property(obj5, banana).
referring_expression(the_broom).",the broom,object4,broom
"Morgan and Riley are in the banquet hall. Morgan is cleaning. Riley is next to mop in use, mop in use, whisk, mop, spatula, ladle. Morgan asks Riley to hand them the mop.",Morgan and Riley,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, in_use).
property(obj1, mop).
object(obj2).
property(obj2, in_use).
property(obj2, mop).
object(obj3).
property(obj3, whisk).
object(obj4).
property(obj4, mop).
object(obj5).
property(obj5, spatula).
object(obj6).
property(obj6, ladle).
referring_expression(the_mop).",the mop,object4,mop
"Casey and Skyler are in the banquet hall. Casey is cleaning. Skyler is next to mop in use, paintbrush, sandpaper, paint can, mop. Casey asks Skyler to hand them the mop.",Casey and Skyler,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, in_use).
property(obj1, mop).
object(obj2).
property(obj2, paintbrush).
object(obj3).
property(obj3, sandpaper).
object(obj4).
property(obj4, paint_can).
object(obj5).
property(obj5, mop).
referring_expression(the_mop).",the mop,object5,mop
"Jordan and Taylor are in the dining room. Jordan is cleaning. Taylor is next to paper clip, broom in use, stapler, document, broom in use, broom. Jordan asks Taylor to hand them the broom.",Jordan and Taylor,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, paper_clip).
object(obj2).
property(obj2, in_use).
property(obj2, broom).
object(obj3).
property(obj3, stapler).
object(obj4).
property(obj4, document).
object(obj5).
property(obj5, in_use).
property(obj5, broom).
object(obj6).
property(obj6, broom).
referring_expression(the_broom).",the broom,object6,broom
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to mop in use, mop, snack bar, mop in use, water bottle, cookie. Jordan asks Taylor to hand them the mop.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, in_use).
property(obj1, mop).
object(obj2).
property(obj2, mop).
object(obj3).
property(obj3, snack_bar).
object(obj4).
property(obj4, in_use).
property(obj4, mop).
object(obj5).
property(obj5, water_bottle).
object(obj6).
property(obj6, cookie).
referring_expression(the_mop).",the mop,object2,mop
"Cameron and Charlie are in the garden. Cameron is cleaning. Charlie is next to broom, document, paper clip, broom in use, stapler. Cameron asks Charlie to hand them the broom.",Cameron and Charlie,garden,cleaning,"setting(garden).
task(cleaning).
speaker(cameron, human).
listener(charlie, human).
object(obj1).
property(obj1, broom).
object(obj2).
property(obj2, document).
object(obj3).
property(obj3, paper_clip).
object(obj4).
property(obj4, in_use).
property(obj4, broom).
object(obj5).
property(obj5, stapler).
referring_expression(the_broom).",the broom,object1,broom
"Morgan and Riley are in the banquet hall. Morgan is cleaning. Riley is next to document, paper clip, bucket, bucket in use, stapler, bucket in use. Morgan asks Riley to hand them the bucket.",Morgan and Riley,banquet hall,cleaning,"setting(banquet_hall).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, document).
object(obj2).
property(obj2, paper_clip).
object(obj3).
property(obj3, bucket).
object(obj4).
property(obj4, in_use).
property(obj4, bucket).
object(obj5).
property(obj5, stapler).
object(obj6).
property(obj6, in_use).
property(obj6, bucket).
referring_expression(the_bucket).",the bucket,object3,bucket
"Morgan and Riley are in the dining room. Morgan is cleaning. Riley is next to paintbrush, mop in use, mop, sandpaper, paint can, mop in use. Morgan asks Riley to hand them the mop.",Morgan and Riley,dining room,cleaning,"setting(dining_room).
task(cleaning).
speaker(morgan, human).
listener(riley, human).
object(obj1).
property(obj1, paintbrush).
object(obj2).
property(obj2, in_use).
property(obj2, mop).
object(obj3).
property(obj3, mop).
object(obj4).
property(obj4, sandpaper).
object(obj5).
property(obj5, paint_can).
object(obj6).
property(obj6, in_use).
property(obj6, mop).
referring_expression(the_mop).",the mop,object3,mop
"Jordan and Taylor are in the living room. Jordan is cleaning. Taylor is next to cookie, broom in use, snack bar, water bottle, broom. Jordan asks Taylor to hand them the broom.",Jordan and Taylor,living room,cleaning,"setting(living_room).
task(cleaning).
speaker(jordan, human).
listener(taylor, human).
object(obj1).
property(obj1, cookie).
object(obj2).
property(obj2, in_use).
property(obj2, broom).
object(obj3).
property(obj3, snack_bar).
object(obj4).
property(obj4, water_bottle).
object(obj5).
property(obj5, broom).
referring_expression(the_broom).",the broom,object5,broom
"Casey and Skyler are in the restaurant. Casey is cleaning. Skyler is next to spray bottle, paper clip, document, stapler, spray bottle in use. Casey asks Skyler to hand them the spray bottle.",Casey and Skyler,restaurant,cleaning,"setting(restaurant).
task(cleaning).
speaker(casey, human).
listener(skyler, human).
object(obj1).
property(obj1, spray_bottle).
object(obj2).
property(obj2, paper_clip).
object(obj3).
property(obj3, document).
object(obj4).
property(obj4, stapler).
object(obj5).
property(obj5, in_use).
property(obj5, spray_bottle).
referring_expression(the_spray_bottle).",the spray bottle,object1,spray bottle
